	seqname	source	feature	start	end	score	strand	frame	attribute
21581	Bvchr4_un.sca037	ena	gene	43817	47611	.	-	.	"gene_id ""BVRB_4g097340""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21582	Bvchr4_un.sca037	ena	gene	506110	519461	.	+	.	"gene_id ""BVRB_4g097430""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21583	Bvchr4_un.sca037	ena	gene	637790	638481	.	-	.	"gene_id ""BVRB_4g097470""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21584	Bvchr4_un.sca037	ena	gene	198608	206345	.	+	.	"gene_id ""BVRB_4g097360""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21585	Bvchr4_un.sca037	ena	gene	72780	84471	.	-	.	"gene_id ""BVRB_4g097350""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21586	Bvchr4_un.sca037	ena	gene	759024	759955	.	-	.	"gene_id ""BVRB_4g097490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21587	Bvchr4_un.sca037	ena	gene	330488	344815	.	+	.	"gene_id ""BVRB_4g097400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21588	Bvchr4_un.sca037	ena	gene	719480	720335	.	-	.	"gene_id ""BVRB_4g097480""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21589	Bvchr4_un.sca037	ena	gene	628516	630960	.	+	.	"gene_id ""BVRB_4g097450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21590	Bvchr4_un.sca037	ena	gene	219016	222233	.	-	.	"gene_id ""BVRB_4g097380""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21591	Bvchr4_un.sca037	ena	gene	224283	240543	.	-	.	"gene_id ""BVRB_4g097390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21592	Bvchr4_un.sca037	ena	gene	351230	354576	.	+	.	"gene_id ""BVRB_4g097420""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21593	Bvchr4_un.sca037	ena	gene	560713	567961	.	-	.	"gene_id ""BVRB_4g097440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21594	Bvchr4_un.sca037	ena	gene	347910	350583	.	-	.	"gene_id ""BVRB_4g097410""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21595	0056.scaffold00205	ena	gene	165932	166807	.	-	.	"gene_id ""BVRB_001900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21596	0056.scaffold00205	ena	gene	692500	702072	.	+	.	"gene_id ""BVRB_001950""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21597	0056.scaffold00205	ena	gene	702242	705075	.	-	.	"gene_id ""BVRB_001960""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21598	0056.scaffold00205	ena	gene	147485	161361	.	-	.	"gene_id ""BVRB_001890""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21599	0056.scaffold00205	ena	gene	691240	692451	.	+	.	"gene_id ""BVRB_001940""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21600	0056.scaffold00205	ena	gene	110736	118141	.	-	.	"gene_id ""BVRB_001880""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21601	0056.scaffold00205	ena	gene	277356	290387	.	-	.	"gene_id ""BVRB_001910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21602	0056.scaffold00205	ena	gene	388432	392111	.	-	.	"gene_id ""BVRB_001920""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21603	0056.scaffold00205	ena	gene	580778	584331	.	-	.	"gene_id ""BVRB_001930""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21604	0056.scaffold00205	ena	gene	728250	730645	.	+	.	"gene_id ""BVRB_001970""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21605	0056.scaffold00205	ena	gene	35316	38601	.	-	.	"gene_id ""BVRB_001870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21606	0056.scaffold00205	ena	gene	17856	30775	.	+	.	"gene_id ""BVRB_001860""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21607	Bvchr7_un.sca007	ena	gene	758162	760226	.	-	.	"gene_id ""BVRB_7g179310""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21608	Bvchr7_un.sca007	ena	gene	623126	635030	.	-	.	"gene_id ""BVRB_7g179240""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21609	Bvchr7_un.sca007	ena	gene	791742	807586	.	-	.	"gene_id ""BVRB_7g179330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21610	Bvchr7_un.sca007	ena	gene	209553	223111	.	+	.	"gene_id ""BVRB_7g179070""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21611	Bvchr7_un.sca007	ena	gene	71096	75250	.	+	.	"gene_id ""BVRB_7g179010""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21612	Bvchr7_un.sca007	ena	gene	234804	235328	.	-	.	"gene_id ""BVRB_7g179100""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21613	Bvchr7_un.sca007	ena	gene	342793	344064	.	+	.	"gene_id ""BVRB_7g179160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21614	Bvchr7_un.sca007	ena	gene	400735	408691	.	+	.	"gene_id ""BVRB_7g179180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21615	Bvchr7_un.sca007	ena	gene	719086	722310	.	-	.	"gene_id ""BVRB_7g179290""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21616	Bvchr7_un.sca007	ena	gene	171643	171911	.	-	.	"gene_id ""BVRB_7g179030""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21617	Bvchr7_un.sca007	ena	gene	621365	622149	.	+	.	"gene_id ""BVRB_7g179230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21618	Bvchr7_un.sca007	ena	gene	66256	68166	.	+	.	"gene_id ""BVRB_7g178990""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21619	Bvchr7_un.sca007	ena	gene	264263	269737	.	+	.	"gene_id ""BVRB_7g179120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21620	Bvchr7_un.sca007	ena	gene	19796	26619	.	+	.	"gene_id ""BVRB_7g178970""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21621	Bvchr7_un.sca007	ena	gene	583065	584418	.	+	.	"gene_id ""BVRB_7g179220""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21622	Bvchr7_un.sca007	ena	gene	192693	198141	.	+	.	"gene_id ""BVRB_7g179060""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21623	Bvchr7_un.sca007	ena	gene	532266	534970	.	-	.	"gene_id ""BVRB_7g179210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21624	Bvchr7_un.sca007	ena	gene	687645	693969	.	+	.	"gene_id ""BVRB_7g179270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21625	Bvchr7_un.sca007	ena	gene	377325	381919	.	+	.	"gene_id ""BVRB_7g179170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21626	Bvchr7_un.sca007	ena	gene	672845	684170	.	+	.	"gene_id ""BVRB_7g179260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21627	Bvchr7_un.sca007	ena	gene	234206	235328	.	-	.	"gene_id ""BVRB_7g179090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21628	Bvchr7_un.sca007	ena	gene	286693	288479	.	+	.	"gene_id ""BVRB_7g179140""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21629	Bvchr7_un.sca007	ena	gene	35780	55451	.	-	.	"gene_id ""BVRB_7g178980""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21630	Bvchr7_un.sca007	ena	gene	725822	752476	.	-	.	"gene_id ""BVRB_7g179300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21631	Bvchr7_un.sca007	ena	gene	475185	495469	.	+	.	"gene_id ""BVRB_7g179200""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21632	Bvchr7_un.sca007	ena	gene	68459	69271	.	-	.	"gene_id ""BVRB_7g179000""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21633	Bvchr7_un.sca007	ena	gene	172016	173380	.	+	.	"gene_id ""BVRB_7g179040""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21634	Bvchr7_un.sca007	ena	gene	271993	283277	.	+	.	"gene_id ""BVRB_7g179130""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21635	Bvchr7_un.sca007	ena	gene	429225	436773	.	+	.	"gene_id ""BVRB_7g179190""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21636	Bvchr7_un.sca007	ena	gene	303628	319238	.	-	.	"gene_id ""BVRB_7g179150""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21637	Bvchr7_un.sca007	ena	gene	237435	241178	.	-	.	"gene_id ""BVRB_7g179110""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21638	Bvchr7_un.sca007	ena	gene	711995	718072	.	+	.	"gene_id ""BVRB_7g179280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21639	Bvchr7_un.sca007	ena	gene	173437	179231	.	-	.	"gene_id ""BVRB_7g179050""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21640	Bvchr7_un.sca007	ena	gene	635195	643160	.	+	.	"gene_id ""BVRB_7g179250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21641	Bvchr7_un.sca007	ena	gene	762841	787826	.	-	.	"gene_id ""BVRB_7g179320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21642	Bvchr7_un.sca007	ena	gene	166636	171148	.	+	.	"gene_id ""BVRB_7g179020""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21643	Bvchr7_un.sca007	ena	gene	228696	229298	.	-	.	"gene_id ""BVRB_7g179080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21644	Bvchr7_un.sca010	ena	gene	30915	33271	.	-	.	"gene_id ""BVRB_7g179460""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21645	Bvchr7_un.sca010	ena	gene	605169	606365	.	+	.	"gene_id ""BVRB_7g179640""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21646	Bvchr7_un.sca010	ena	gene	321949	322273	.	-	.	"gene_id ""BVRB_7g179550""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21647	Bvchr7_un.sca010	ena	gene	365568	372803	.	-	.	"gene_id ""BVRB_7g179580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21648	Bvchr7_un.sca010	ena	gene	715523	717061	.	-	.	"gene_id ""BVRB_7g179670""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21649	Bvchr7_un.sca010	ena	gene	729252	743631	.	-	.	"gene_id ""BVRB_7g179680""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21650	Bvchr7_un.sca010	ena	gene	145787	161241	.	-	.	"gene_id ""BVRB_7g179510""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21651	Bvchr7_un.sca010	ena	gene	228088	228553	.	+	.	"gene_id ""BVRB_7g179530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21652	Bvchr7_un.sca010	ena	gene	143916	145467	.	+	.	"gene_id ""BVRB_7g179500""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21653	Bvchr7_un.sca010	ena	gene	91757	94861	.	-	.	"gene_id ""BVRB_7g179480""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21654	Bvchr7_un.sca010	ena	gene	315818	321722	.	+	.	"gene_id ""BVRB_7g179540""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21655	Bvchr7_un.sca010	ena	gene	83396	83965	.	+	.	"gene_id ""BVRB_7g179470""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21656	Bvchr7_un.sca010	ena	gene	537489	551076	.	+	.	"gene_id ""BVRB_7g179620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21657	Bvchr7_un.sca010	ena	gene	326768	338702	.	+	.	"gene_id ""BVRB_7g179560""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21658	Bvchr7_un.sca010	ena	gene	352535	357163	.	-	.	"gene_id ""BVRB_7g179570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21659	Bvchr7_un.sca010	ena	gene	682816	710717	.	+	.	"gene_id ""BVRB_7g179660""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21660	Bvchr7_un.sca010	ena	gene	120073	136341	.	-	.	"gene_id ""BVRB_7g179490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21661	Bvchr7_un.sca010	ena	gene	583659	593115	.	+	.	"gene_id ""BVRB_7g179630""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21662	Bvchr7_un.sca010	ena	gene	1279	10133	.	+	.	"gene_id ""BVRB_7g179450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21663	Bvchr7_un.sca010	ena	gene	769146	773938	.	+	.	"gene_id ""BVRB_7g179690""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21664	Bvchr7_un.sca010	ena	gene	389398	391019	.	+	.	"gene_id ""BVRB_7g179590""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21665	Bvchr7_un.sca010	ena	gene	445438	455997	.	+	.	"gene_id ""BVRB_7g179600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21666	Bvchr7_un.sca010	ena	gene	648928	649464	.	-	.	"gene_id ""BVRB_7g179650""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21667	Bvchr7_un.sca010	ena	gene	187938	190707	.	+	.	"gene_id ""BVRB_7g179520""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21668	Bvchr7_un.sca010	ena	gene	501538	504692	.	+	.	"gene_id ""BVRB_7g179610""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21669	Bvchr8_un.sca005	ena	gene	523359	524201	.	+	.	"gene_id ""BVRB_8g200940""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21670	Bvchr8_un.sca005	ena	gene	225083	249760	.	+	.	"gene_id ""BVRB_8g200890""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21671	Bvchr8_un.sca005	ena	gene	432819	433433	.	-	.	"gene_id ""BVRB_8g200910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21672	Bvchr8_un.sca005	ena	gene	482147	513513	.	-	.	"gene_id ""BVRB_8g200920""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21673	Bvchr8_un.sca005	ena	gene	2813	9341	.	-	.	"gene_id ""BVRB_8g200800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21674	Bvchr8_un.sca005	ena	gene	101916	102647	.	+	.	"gene_id ""BVRB_8g200830""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21675	Bvchr8_un.sca005	ena	gene	194605	198368	.	-	.	"gene_id ""BVRB_8g200860""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21676	Bvchr8_un.sca005	ena	gene	212183	222307	.	+	.	"gene_id ""BVRB_8g200870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21677	Bvchr8_un.sca005	ena	gene	17966	18459	.	+	.	"gene_id ""BVRB_8g200810""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21678	Bvchr8_un.sca005	ena	gene	610820	627304	.	-	.	"gene_id ""BVRB_8g200960""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21679	Bvchr8_un.sca005	ena	gene	187813	191702	.	+	.	"gene_id ""BVRB_8g200850""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21680	Bvchr8_un.sca005	ena	gene	175907	181561	.	-	.	"gene_id ""BVRB_8g200840""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21681	Bvchr8_un.sca005	ena	gene	224064	224948	.	-	.	"gene_id ""BVRB_8g200880""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21682	Bvchr8_un.sca005	ena	gene	520963	521884	.	-	.	"gene_id ""BVRB_8g200930""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21683	Bvchr8_un.sca005	ena	gene	51932	84791	.	-	.	"gene_id ""BVRB_8g200820""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21684	Bvchr8_un.sca005	ena	gene	303129	303948	.	-	.	"gene_id ""BVRB_8g200900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21685	Bvchr8_un.sca005	ena	gene	604169	610114	.	+	.	"gene_id ""BVRB_8g200950""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21686	Bvchr8_un.sca005	Ensembl_Plants	gene	167053	167125	.	+	.	"gene_id ""ENSRNA049444964""; gene_name ""tRNA-Arg""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
21687	Bvchr9_un.sca005	ena	gene	432952	434023	.	+	.	"gene_id ""BVRB_9g225240""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21688	Bvchr9_un.sca005	ena	gene	193433	196887	.	+	.	"gene_id ""BVRB_9g225210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21689	Bvchr9_un.sca005	ena	gene	775638	778692	.	-	.	"gene_id ""BVRB_9g225320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21690	Bvchr9_un.sca005	ena	gene	753727	763227	.	+	.	"gene_id ""BVRB_9g225300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21691	Bvchr9_un.sca005	ena	gene	152327	162721	.	-	.	"gene_id ""BVRB_9g225190""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21692	Bvchr9_un.sca005	ena	gene	445132	450171	.	+	.	"gene_id ""BVRB_9g225250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21693	Bvchr9_un.sca005	ena	gene	37487	40471	.	-	.	"gene_id ""BVRB_9g225180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21694	Bvchr9_un.sca005	ena	gene	721807	730536	.	+	.	"gene_id ""BVRB_9g225290""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21695	Bvchr9_un.sca005	ena	gene	348942	349637	.	+	.	"gene_id ""BVRB_9g225230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21696	Bvchr9_un.sca005	ena	gene	552424	578685	.	-	.	"gene_id ""BVRB_9g225270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21697	Bvchr9_un.sca005	ena	gene	180703	182383	.	+	.	"gene_id ""BVRB_9g225200""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21698	Bvchr9_un.sca005	ena	gene	702588	704022	.	-	.	"gene_id ""BVRB_9g225280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21699	Bvchr9_un.sca005	ena	gene	471572	474930	.	+	.	"gene_id ""BVRB_9g225260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21700	Bvchr9_un.sca005	ena	gene	280073	282434	.	+	.	"gene_id ""BVRB_9g225220""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21701	Bvchr5_un.sca005	ena	gene	236330	242061	.	+	.	"gene_id ""BVRB_5g124140""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21702	Bvchr5_un.sca005	ena	gene	638469	643613	.	+	.	"gene_id ""BVRB_5g124230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21703	Bvchr5_un.sca005	ena	gene	663141	676238	.	-	.	"gene_id ""BVRB_5g124270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21704	Bvchr5_un.sca005	ena	gene	335105	342949	.	-	.	"gene_id ""BVRB_5g124170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21705	Bvchr5_un.sca005	ena	gene	479444	482477	.	+	.	"gene_id ""BVRB_5g124200""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21706	Bvchr5_un.sca005	ena	gene	283660	291294	.	+	.	"gene_id ""BVRB_5g124150""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21707	Bvchr5_un.sca005	ena	gene	79435	82471	.	-	.	"gene_id ""BVRB_5g124110""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21708	Bvchr5_un.sca005	ena	gene	768723	782754	.	+	.	"gene_id ""BVRB_5g124300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21709	Bvchr5_un.sca005	ena	gene	91967	110671	.	-	.	"gene_id ""BVRB_5g124130""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21710	Bvchr5_un.sca005	ena	gene	589160	594054	.	-	.	"gene_id ""BVRB_5g124220""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21711	Bvchr5_un.sca005	ena	gene	378013	390499	.	-	.	"gene_id ""BVRB_5g124190""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21712	Bvchr5_un.sca005	ena	gene	321626	329659	.	-	.	"gene_id ""BVRB_5g124160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21713	Bvchr5_un.sca005	ena	gene	32850	41871	.	-	.	"gene_id ""BVRB_5g124100""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21714	Bvchr5_un.sca005	ena	gene	24576	31895	.	+	.	"gene_id ""BVRB_5g124090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21715	Bvchr5_un.sca005	ena	gene	644639	645013	.	+	.	"gene_id ""BVRB_5g124240""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21716	Bvchr5_un.sca005	ena	gene	508223	542684	.	-	.	"gene_id ""BVRB_5g124210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21717	Bvchr5_un.sca005	ena	gene	378013	378459	.	-	.	"gene_id ""BVRB_5g124180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21718	Bvchr5_un.sca005	ena	gene	660416	661084	.	-	.	"gene_id ""BVRB_5g124260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21719	Bvchr5_un.sca005	ena	gene	658469	659257	.	+	.	"gene_id ""BVRB_5g124250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21720	Bvchr5_un.sca005	ena	gene	23704	24301	.	-	.	"gene_id ""BVRB_5g124080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21721	Bvchr5_un.sca005	ena	gene	743333	747518	.	-	.	"gene_id ""BVRB_5g124290""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21722	Bvchr5_un.sca005	ena	gene	735493	741757	.	+	.	"gene_id ""BVRB_5g124280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21723	Bvchr5_un.sca005	ena	gene	88666	91170	.	+	.	"gene_id ""BVRB_5g124120""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21724	Bvchr7_un.sca002	ena	gene	567842	568896	.	-	.	"gene_id ""BVRB_7g177420""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21725	Bvchr7_un.sca002	ena	gene	645681	646514	.	+	.	"gene_id ""BVRB_7g177450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21726	Bvchr7_un.sca002	ena	gene	648083	651246	.	-	.	"gene_id ""BVRB_7g177470""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21727	Bvchr7_un.sca002	ena	gene	52403	59361	.	-	.	"gene_id ""BVRB_7g177370""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21728	Bvchr7_un.sca002	ena	gene	603797	608916	.	-	.	"gene_id ""BVRB_7g177430""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21729	Bvchr7_un.sca002	ena	gene	627251	628622	.	+	.	"gene_id ""BVRB_7g177440""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21730	Bvchr7_un.sca002	ena	gene	731409	734917	.	-	.	"gene_id ""BVRB_7g177490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21731	Bvchr7_un.sca002	ena	gene	646531	647486	.	-	.	"gene_id ""BVRB_7g177460""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21732	Bvchr7_un.sca002	Ensembl_Plants	gene	700295	700450	.	+	.	"gene_id ""ENSRNA049469471""; gene_name ""5_8S_rRNA""; gene_source ""Ensembl_Plants""; gene_biotype ""rRNA"";"
21733	Bvchr7_un.sca002	Ensembl_Plants	gene	700696	701520	.	+	.	"gene_id ""ENSRNA049469478""; gene_name ""LSU_rRNA_eukarya""; gene_source ""Ensembl_Plants""; gene_biotype ""rRNA"";"
21734	Bvchr7_un.sca002	Ensembl_Plants	gene	698406	700048	.	+	.	"gene_id ""ENSRNA049469482""; gene_name ""SSU_rRNA_eukarya""; gene_source ""Ensembl_Plants""; gene_biotype ""rRNA"";"
21735	Bvchr4_un.sca038	ena	gene	315644	316164	.	-	.	"gene_id ""BVRB_4g097550""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21736	Bvchr4_un.sca038	ena	gene	462996	492111	.	+	.	"gene_id ""BVRB_4g097580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21737	Bvchr4_un.sca038	ena	gene	426061	438884	.	-	.	"gene_id ""BVRB_4g097570""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21738	Bvchr4_un.sca038	ena	gene	278652	279761	.	-	.	"gene_id ""BVRB_4g097540""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21739	Bvchr4_un.sca038	ena	gene	274893	275791	.	-	.	"gene_id ""BVRB_4g097530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21740	Bvchr4_un.sca038	ena	gene	206560	218671	.	-	.	"gene_id ""BVRB_4g097520""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21741	Bvchr4_un.sca038	ena	gene	507176	514570	.	+	.	"gene_id ""BVRB_4g097590""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21742	Bvchr4_un.sca038	ena	gene	64116	64748	.	+	.	"gene_id ""BVRB_4g097510""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21743	Bvchr4_un.sca038	ena	gene	43866	47289	.	+	.	"gene_id ""BVRB_4g097500""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21744	Bvchr4_un.sca038	ena	gene	597649	599541	.	-	.	"gene_id ""BVRB_4g097620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21745	Bvchr4_un.sca038	ena	gene	540276	551210	.	+	.	"gene_id ""BVRB_4g097600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21746	Bvchr4_un.sca038	ena	gene	565417	570021	.	-	.	"gene_id ""BVRB_4g097610""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21747	Bvchr4_un.sca038	ena	gene	333190	359464	.	-	.	"gene_id ""BVRB_4g097560""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21748	Bvchr4_un.sca038	ena	gene	728368	733594	.	-	.	"gene_id ""BVRB_4g097640""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21749	Bvchr4_un.sca038	ena	gene	600686	608305	.	+	.	"gene_id ""BVRB_4g097630""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21750	Bvchr4_un.sca038	Ensembl_Plants	gene	436134	436251	.	+	.	"gene_id ""ENSRNA049469505""; gene_name ""5S_rRNA""; gene_source ""Ensembl_Plants""; gene_biotype ""rRNA"";"
21751	Bvchr3_un.sca011	ena	gene	303902	304666	.	-	.	"gene_id ""BVRB_3g070260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21752	Bvchr3_un.sca011	ena	gene	270121	281168	.	+	.	"gene_id ""BVRB_3g070230""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21753	Bvchr3_un.sca011	ena	gene	728142	732446	.	-	.	"gene_id ""BVRB_3g070380""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21754	Bvchr3_un.sca011	ena	gene	404432	426456	.	-	.	"gene_id ""BVRB_3g070320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
21755	Bvchr3_un.sca011	ena	gene	319263	319916	.	-	.	"gene_id ""BVRB_3g070280""; gene_source ""ena""; gene_biotype ""protein_coding"";"
